City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,point pedro,9.8167,80.2333,25.73,80,8,6.18,LK,1678225157
364,yulara,-25.2406,130.9889,18.0,37,0,5.45,AU,1678225157
365,kankon,15.0167,74.0167,27.89,36,0,2.61,IN,1678225158
366,den helder,52.9599,4.7593,2.99,69,20,5.81,NL,1678225158
367,honningsvag,70.9821,25.9704,-7.14,68,75,5.66,NO,1678225159
368,ilhabela,-23.7781,-45.3581,23.85,91,98,4.04,BR,1678225159
369,tourlaville,49.6383,-1.5664,5.68,100,75,3.09,FR,1678225159
370,tshikapa,-6.4167,20.8,20.99,89,100,0.62,CD,1678225160
371,tessalit,20.1986,1.0114,23.53,10,73,4.06,ML,1678225160
372,vaitape,-16.5167,-151.75,27.79,73,94,6.38,PF,1678224931
373,poopo,-18.3667,-66.9667,12.67,54,71,7.28,BO,1678225161
374,shelburne,44.0787,-80.2041,-0.56,54,4,9.81,CA,1678225161
375,dakar,14.6937,-17.4441,26.49,68,0,1.03,SN,1678225126
376,ouesso,1.6136,16.0517,24.59,66,86,1.71,CG,1678225162
377,mopipi,-21.1833,24.8833,26.51,47,0,6.7,BW,1678225162
378,susuman,62.7833,148.1667,-27.58,100,98,0.93,RU,1678225163
379,huanuni,-18.2667,-66.85,7.66,72,85,5.79,BO,1678225163
380,codrington,-38.2667,141.9667,12.36,63,100,5.21,AU,1678225164
381,deniliquin,-35.5333,144.9667,16.52,61,99,5.34,AU,1678225164
382,tura,25.5198,90.2201,18.92,19,0,1.33,IN,1678225165
383,katsuura,35.1333,140.3,13.3,64,0,3.55,JP,1678225165
384,dalvik,65.9702,-18.5286,-7.04,90,100,9.2,IS,1678225166
385,sept-iles,50.2001,-66.3821,1.14,92,100,2.06,CA,1678224932
386,takoradi,4.8845,-1.7554,25.91,88,97,4.3,GH,1678225166
387,billings,45.7833,-108.5007,1.27,72,40,3.13,US,1678224960
388,seka,17.9285,103.9552,19.6,68,0,1.23,TH,1678225167
389,xuddur,4.1213,43.8894,23.69,74,26,7.5,SO,1678225167
390,bratsk,56.1325,101.6142,-4.73,88,69,4.55,RU,1678225168
391,altoona,40.5187,-78.3947,6.56,40,0,3.13,US,1678225163
392,hanna,51.6334,-111.9018,-12.3,85,100,4.92,CA,1678225167
393,fairbanks,64.8378,-147.7164,2.0,78,100,0.0,US,1678224881
394,port lincoln,-34.7333,135.8667,17.47,74,96,7.75,AU,1678225169
395,terrace bay,48.7834,-87.1,-1.54,87,79,1.05,CA,1678225169
396,sao filipe,14.8961,-24.4956,23.51,72,0,2.26,CV,1678225169
397,nelson bay,-32.7167,152.15,24.44,67,3,3.58,AU,1678225170
398,sao joao da barra,-21.6403,-41.0511,28.05,85,34,8.13,BR,1678225170
399,sakaiminato,35.55,133.2333,10.96,87,75,1.03,JP,1678225171
400,shingu,33.7333,135.9833,9.12,50,0,2.15,JP,1678225171
401,nishihara,26.1842,127.7558,16.03,77,75,2.57,JP,1678225171
402,canico,32.6333,-16.85,19.84,80,20,1.54,PT,1678225172
403,shakawe,-18.3667,21.85,21.33,76,18,1.1,BW,1678225172
404,belance,16.1833,121.25,13.74,98,65,1.2,PH,1678225172
405,corinto,37.9407,22.9573,9.94,88,32,1.61,GR,1678225173
406,atambua,-9.1061,124.8925,22.6,86,99,0.38,ID,1678225173
407,dinanagar,32.15,75.4667,15.55,44,78,1.19,IN,1678225174
408,mumbwa,-14.9783,27.0619,18.38,93,82,2.13,ZM,1678225174
409,puerto asis,0.5133,-76.5007,29.02,67,94,1.42,CO,1678225174
410,caxito,-8.5785,13.6643,24.29,85,88,0.67,AO,1678225175
411,anloga,5.7947,0.8973,27.9,79,86,6.0,GH,1678225109
412,aksu,41.1231,80.2644,8.84,30,2,2.23,CN,1678225176
413,horadiz,39.4488,47.3353,5.43,93,84,2.86,AZ,1678225176
414,tanga,-5.0667,39.1,24.64,89,38,4.55,TZ,1678225176
415,homer,59.6425,-151.5483,1.93,69,0,2.68,US,1678225177
416,upata,8.0086,-62.3989,27.62,53,95,2.8,VE,1678225177
417,opuwo,-18.0607,13.84,20.0,39,20,2.97,NA,1678225178
418,caravelas,-17.7125,-39.2481,25.7,83,55,2.76,BR,1678224917
419,waipawa,-41.4122,175.5153,18.34,70,48,3.35,NZ,1678225178
420,yen bai,21.7,104.8667,19.5,89,97,0.63,VN,1678225179
421,berbera,10.4396,45.0143,25.15,77,5,3.16,SO,1678225179
422,vestmanna,62.1564,-7.1664,-2.49,64,40,6.17,FO,1678225179
423,port macquarie,-31.4333,152.9167,24.33,55,45,0.37,AU,1678225180
424,hasaki,35.7333,140.8333,2.22,61,0,3.55,JP,1678225180
425,burley,42.5357,-113.7928,0.72,65,100,4.63,US,1678225093
426,fairlie,55.756,-4.8556,-0.34,77,31,2.58,GB,1678225181
427,sturgis,41.7992,-85.4192,7.89,49,0,3.6,US,1678225053
428,becerril,9.7041,-73.2793,32.79,46,90,3.12,CO,1678225181
429,naze,28.3667,129.4833,11.51,68,11,2.19,JP,1678225182
430,karasjok,69.4719,25.5112,-23.32,100,93,0.88,NO,1678225182
431,oktyabrskiy,54.4815,53.471,-10.92,98,97,2.84,RU,1678225182
432,balkanabat,39.5108,54.3671,8.64,83,4,2.41,TM,1678225183
433,punta alta,-38.8759,-62.0736,20.83,71,46,7.05,AR,1678225183
434,hervey bay,-25.2986,152.8535,26.15,74,70,4.94,AU,1678225184
435,atar,20.5169,-13.0499,27.03,12,0,4.05,MR,1678225030
436,broome,42.2506,-75.833,0.39,69,100,9.77,US,1678225184
437,komsomolets,53.7453,62.0708,-10.74,89,13,4.16,KZ,1678225184
438,egvekinot,66.3167,-179.1667,-21.48,83,100,3.98,RU,1678225185
439,san andres,12.5847,-81.7006,29.01,61,20,6.17,CO,1678225185
440,bonthe,7.5264,-12.505,25.48,78,98,3.56,SL,1678225130
441,abu samrah,35.3029,37.1841,11.25,69,100,2.06,SY,1678225186
442,alyangula,-13.8483,136.4192,27.46,73,100,8.78,AU,1678225186
443,costinesti,43.95,28.6333,7.81,72,42,3.8,RO,1678225187
444,kloulklubed,7.0419,134.2556,24.28,79,33,5.39,PW,1678225187
445,saint-pierre,-21.3393,55.4781,24.95,78,0,2.06,RE,1678225187
446,anito,12.4497,125.2886,24.12,89,51,4.71,PH,1678225188
447,los llanos de aridane,28.6585,-17.9182,16.74,93,20,3.09,ES,1678225188
448,oranjemund,-28.55,16.4333,17.09,90,6,3.17,NA,1678225189
449,fredericton,45.9454,-66.6656,0.47,69,100,6.17,CA,1678225084
450,bukama,-9.2,25.85,21.37,96,99,1.17,CD,1678225189
451,zonguldak,41.25,31.8333,6.1,71,67,1.82,TR,1678225190
452,balsas,-7.5325,-46.0356,25.58,80,85,2.1,BR,1678224912
453,krasnokamensk,50.0979,118.0369,-16.89,99,69,1.53,RU,1678225190
454,mahon,39.8885,4.2658,13.31,88,20,4.63,ES,1678225190
455,yamethin,20.4333,96.15,21.79,36,9,2.08,MM,1678225191
456,cedar rapids,42.0083,-91.6441,8.72,57,20,7.72,US,1678225088
457,artesia,33.8658,-118.0831,19.32,52,0,6.17,US,1678225191
458,manokwari,-0.8667,134.0833,25.12,81,88,1.29,ID,1678225192
459,bokovskaya,49.229,41.8306,3.24,94,100,5.94,RU,1678225192
460,kedrovyy,56.1667,91.8167,-5.77,97,100,1.81,RU,1678225193
461,inuvik,68.3499,-133.7218,-17.52,62,20,4.63,CA,1678225193
462,sretensk,52.2453,117.7093,-14.05,96,100,0.84,RU,1678225193
463,koforidua,6.0941,-0.2591,26.83,78,92,1.9,GH,1678225194
464,culpeper,38.5004,-77.9664,12.84,26,0,6.69,US,1678225194
465,ozernovskiy,51.5,156.5167,0.64,88,100,5.43,RU,1678225194
466,belmonte,-15.8631,-38.8828,25.95,83,18,3.22,BR,1678225195
467,burgeo,47.6167,-57.6152,1.77,96,100,6.66,CA,1678225195
468,port pirie,-33.1833,138.0167,18.4,63,56,5.99,AU,1678225195
469,scarborough,54.2797,-0.4044,-0.75,83,55,2.29,GB,1678225196
470,kodinsk,58.6881,99.1844,-4.96,91,100,4.19,RU,1678225196
471,effingham,32.3669,-81.3332,29.25,44,2,3.59,US,1678225196
472,hatsukaichi,34.35,132.3333,6.97,71,0,1.06,JP,1678225197
473,rocha,-34.4833,-54.3333,23.75,80,76,3.07,UY,1678225046
474,yorosso,12.3536,-4.7761,28.51,13,96,3.94,ML,1678225197
475,san gabriel,34.0961,-118.1058,18.98,46,20,3.09,US,1678225197
476,iquique,-20.2208,-70.1431,26.02,72,8,2.95,CL,1678225026
477,ugoofaaru,5.6667,73.0,27.09,78,8,6.09,MV,1678225198
478,mandalgovi,45.7625,106.2708,-0.66,59,78,5.45,MN,1678225198
479,pacific grove,36.6177,-121.9166,12.91,55,0,2.68,US,1678225198
480,abu kamal,34.4506,40.9171,16.3,38,100,1.9,SY,1678225199
481,tecpan,14.7623,-90.9947,22.16,63,100,2.51,GT,1678224920
482,ayabe,35.3,135.25,9.41,72,0,2.1,JP,1678225199
483,okhotsk,59.3833,143.3,-24.02,88,100,2.94,RU,1678225200
484,severo-yeniseyskiy,60.3725,93.0408,-13.02,96,95,2.9,RU,1678225200
485,kiruna,67.8557,20.2251,-21.49,84,100,1.03,SE,1678225201
486,rupert,42.6191,-113.6772,-0.03,59,100,4.63,US,1678225201
487,galesong,-5.3166,119.3661,24.01,84,98,2.46,ID,1678225202
488,ambilobe,-13.2,49.05,23.44,87,81,1.35,MG,1678225120
489,ust-tarka,55.5672,75.705,-4.51,95,100,7.98,RU,1678225203
490,winnemucca,40.973,-117.7357,4.03,48,75,7.72,US,1678225204
491,maarianhamina,60.0973,19.9348,-1.77,93,100,7.2,AX,1678225204
492,ivangorod,59.3716,28.2162,-5.31,89,100,4.3,RU,1678225205
493,abnub,27.2696,31.1511,15.12,32,0,3.6,EG,1678225205
494,talnakh,69.4865,88.3972,-29.89,94,96,0.94,RU,1678225206
495,ciudad bolivar,8.1222,-63.5497,32.89,37,95,5.67,VE,1678225206
496,umea,63.8284,20.2597,-7.27,86,100,3.6,SE,1678225207
497,logon,11.3303,124.1146,25.23,84,5,6.45,PH,1678225207
498,vila do maio,15.1333,-23.2167,25.44,79,0,4.73,CV,1678225208
499,utevka,52.9035,50.9495,-10.99,97,71,2.74,RU,1678225208
500,suhbaatar,50.2314,106.2078,-11.83,93,56,1.48,MN,1678225209
501,van,38.4924,43.3831,-1.36,86,40,1.03,TR,1678225209
502,santa fe,-31.6333,-60.7,34.45,41,100,3.13,AR,1678224956
503,dawson creek,55.7666,-120.2362,-14.2,78,40,3.6,CA,1678225153
504,rio gallegos,-51.6226,-69.2181,20.03,18,40,13.38,AR,1678225210
505,pula,44.8683,13.8481,12.31,76,0,3.09,HR,1678225211
506,manzanillo,20.3433,-77.1167,29.56,47,12,5.77,CU,1678225211
507,kyra,49.5776,111.9753,-5.14,70,100,1.1,RU,1678225212
508,geelong,-38.1471,144.3607,11.23,90,100,3.6,AU,1678225212
509,rio grande,-32.035,-52.0986,27.06,88,3,3.82,BR,1678225213
510,pangody,65.85,74.4859,-18.81,94,100,8.04,RU,1678225214
511,mims,28.6653,-80.8448,31.77,53,40,5.14,US,1678225214
512,otjiwarongo,-20.4637,16.6477,18.95,23,100,2.78,NA,1678225214
513,north bend,43.4065,-124.2243,5.95,92,75,6.17,US,1678225215
514,northam,51.0333,-4.2167,4.03,83,100,6.97,GB,1678225215
515,litovko,49.2361,135.1742,-13.57,96,97,1.75,RU,1678225216
516,tugulym,57.0591,64.6425,-3.96,97,70,3.04,RU,1678225216
517,vestmannaeyjar,63.4427,-20.2734,-5.23,56,27,8.14,IS,1678225217
518,leh,34.1667,77.5833,-16.78,70,16,1.37,IN,1678225217
519,koygorodok,60.445,50.9968,-14.79,99,100,1.32,RU,1678225218
520,dudinka,69.4058,86.1778,-29.66,94,100,4.87,RU,1678225218
521,vagay,57.9375,69.0217,-5.43,97,100,1.25,RU,1678225219
522,sri aman,1.2376,111.4621,25.03,100,90,0.0,MY,1678225219
523,garoua,9.3,13.4,30.69,11,42,1.63,CM,1678225220
524,boa vista,2.8197,-60.6733,29.99,54,75,6.17,BR,1678225220
525,baherden,38.4362,57.4316,11.95,77,76,1.27,TM,1678225221
526,grand gaube,-20.0064,57.6608,25.22,89,68,6.84,MU,1678225221
527,rosario,-32.9468,-60.6393,33.3,42,0,3.6,AR,1678224981
528,cleveland,41.4995,-81.6954,4.27,61,0,7.72,US,1678225116
529,causapscal,48.3542,-67.227,1.33,96,100,1.95,CA,1678225222
530,phan thiet,10.9333,108.1,20.73,79,85,2.54,VN,1678225222
531,antsohihy,-14.8796,47.9875,22.38,92,60,0.59,MG,1678225223
532,tadine,-21.55,167.8833,26.04,58,44,5.09,NC,1678225223
533,serenje,-13.2325,30.2352,16.89,98,56,1.55,ZM,1678225224
534,zalantun,48.0,122.7167,-6.52,87,8,1.58,CN,1678225224
535,krasnoarmeysk,51.0239,45.6969,0.0,98,100,6.41,RU,1678225225
536,ilulissat,69.2167,-51.1,1.01,34,32,20.06,GL,1678225225
537,starkville,33.4504,-88.8184,27.81,59,35,3.0,US,1678225097
538,todos santos,23.45,-110.2167,20.37,76,100,4.04,MX,1678225226
539,lucapa,-8.4192,20.7447,18.64,98,100,1.4,AO,1678225226
540,asau,46.4333,26.4,1.51,82,100,3.2,RO,1678225227
541,atherton,53.5237,-2.4935,0.24,77,0,0.71,GB,1678225227
542,vila franca do campo,37.7167,-25.4333,16.23,90,54,8.3,PT,1678225227
543,svetlogorsk,52.6333,29.7333,-1.16,81,96,4.8,BY,1678225228
544,kuching,1.55,110.3333,26.68,93,20,0.51,MY,1678225228
545,halifax,44.6453,-63.5724,1.49,77,100,5.14,CA,1678225009
546,kaduqli,11.0167,29.7167,31.36,22,100,3.59,SD,1678225229
547,byron bay,-28.65,153.6167,24.97,71,99,6.47,AU,1678224969
548,schattdorf,46.8655,8.6547,5.66,92,98,1.39,CH,1678225230
549,yongan,39.6957,113.6871,3.16,61,5,1.25,CN,1678225230
550,shache,38.4167,77.2406,11.51,35,0,2.86,CN,1678225231
551,boueni,-12.9025,45.0761,27.99,71,97,5.36,YT,1678225231
552,neuquen,-38.9516,-68.0591,29.94,30,0,3.09,AR,1678225029
553,padang,-0.9492,100.3543,24.03,85,45,1.97,ID,1678225232
554,roma,43.2128,-75.4557,-0.63,64,100,8.23,US,1678225185
555,trairi,-3.2778,-39.2689,26.25,81,44,4.14,BR,1678225090
556,caucasia,7.9865,-75.1935,28.64,70,99,3.07,CO,1678225233
557,matay,28.419,30.7792,14.69,56,0,5.29,EG,1678225234
558,hualmay,-11.0964,-77.6139,25.34,70,100,3.04,PE,1678225065
559,jiazi,22.8779,116.067,16.28,87,6,2.53,CN,1678225234
560,voh,-20.9667,164.7,27.39,66,13,2.71,NC,1678225235
561,saravan,39.7196,45.6483,0.32,65,75,2.77,AM,1678225235
562,tabou,4.423,-7.3528,27.03,85,99,3.94,CI,1678225236
563,sakakah,29.9697,40.2064,17.76,49,38,4.38,SA,1678225236
564,laguna,38.421,-121.4238,13.95,50,75,4.12,US,1678225237
565,adrar,20.5022,-10.0711,24.45,10,0,4.96,MR,1678225013
